userId,movieId,rating,timestamp
3,318,5.0,1298862121.0
3,355,2.5,1298861589.0
3,356,5.0,1298862167.0
3,377,2.5,1298923242.0
3,527,3.0,1298862528.0
3,588,3.0,1298922100.0
3,592,3.0,1298923247.0
3,593,3.0,1298921840.0
3,595,2.0,1298923260.0
3,736,3.5,1298932787.0
3,778,4.0,1298863157.0
3,866,3.0,1298861687.0
3,1197,5.0,1298932770.0
3,1210,3.0,1298921795.0
3,1235,4.0,1298861628.0
3,1271,3.0,1298861605.0
3,1378,4.0,1298861658.0
3,1580,3.5,1298922089.0
3,1721,4.5,1298923236.0
3,1884,4.0,1298863143.0
3,2028,4.0,1298921862.0
3,2318,4.0,1298861753.0
3,2513,3.0,1298861789.0
3,2694,3.0,1298862710.0
3,2702,3.5,1298861796.0
3,2716,3.0,1298924017.0
3,2762,3.5,1298922057.0
3,2841,4.0,1298861733.0
3,2858,4.0,1298921825.0
3,2959,5.0,1298862874.0
3,3243,3.0,1298861968.0
3,3510,4.0,1298861633.0
3,3949,5.0,1298863174.0
3,5349,3.0,1298923266.0
3,5669,3.5,1298862672.0
3,6377,3.0,1298922080.0
3,7153,2.5,1298921787.0
3,7361,3.0,1298922065.0
3,8622,3.5,1298861650.0
3,8636,3.0,1298932766.0
3,27369,3.5,1298862555.0
3,44191,3.5,1298932740.0
3,48783,4.5,1298862361.0
3,50068,4.5,1298862467.0
3,58559,3.0,1298922071.0
3,84236,4.0,1298922130.0
4,10,4.0,949810645.0
4,34,5.0,949919556.0
4,112,5.0,949810582.0
4,141,5.0,949919681.0
4,153,4.0,949811346.0
4,173,3.0,949811346.0
4,185,3.0,949920047.0
4,260,5.0,949779042.0
4,289,4.0,949778802.0
4,296,5.0,949895708.0
4,329,3.0,949810618.0
4,349,5.0,949810582.0
4,356,5.0,949919763.0
4,357,5.0,949919681.0
4,364,5.0,949949538.0
4,367,4.0,949895887.0
4,380,3.0,949810534.0
4,410,3.0,949919883.0
4,431,3.0,949895772.0
4,434,4.0,949810688.0
4,435,1.0,949920135.0
4,440,4.0,949919802.0
4,442,4.0,949920028.0
4,464,4.0,949811315.0
4,480,5.0,949810582.0
4,541,5.0,949779091.0
4,588,5.0,949949486.0
4,589,5.0,949919938.0
4,590,3.0,949810534.0
4,594,5.0,949949538.0
4,596,5.0,949949638.0
4,610,4.0,949982238.0
4,616,5.0,949949444.0
4,858,5.0,949779022.0
4,903,5.0,949919189.0
4,910,4.0,949919306.0
4,913,5.0,949919247.0
4,919,5.0,949949396.0
4,1011,4.0,949919454.0
4,1016,4.0,949919322.0
4,1022,5.0,949949638.0
4,1028,5.0,949949638.0
4,1030,5.0,949896377.0
4,1031,5.0,949896377.0
4,1032,5.0,949949538.0
4,1033,5.0,949949638.0
4,1036,5.0,949896244.0
4,1073,5.0,949919372.0
4,1079,5.0,949811523.0
4,1089,5.0,949895732.0
4,1097,5.0,949778771.0
4,1125,5.0,949919399.0
4,1127,5.0,949896275.0
4,1136,5.0,949919372.0
4,1194,5.0,949919419.0
4,1196,5.0,949779173.0
4,1197,5.0,949811490.0
4,1198,5.0,949779173.0
4,1200,5.0,949896244.0
4,1206,5.0,949896159.0
4,1208,5.0,949779173.0
4,1210,5.0,949778714.0
4,1213,5.0,949895708.0
4,1214,5.0,949810261.0
4,1219,5.0,949779173.0
4,1220,5.0,949811523.0
4,1222,5.0,949918693.0
4,1225,5.0,949779173.0
4,1230,5.0,949919372.0
4,1240,5.0,949896244.0
4,1243,5.0,949919519.0
4,1257,5.0,949811602.0
4,1258,5.0,949918743.0
4,1259,4.0,949811559.0
4,1265,5.0,949919591.0
4,1270,5.0,949811523.0
4,1278,5.0,949919372.0
4,1282,5.0,949949396.0
4,1285,4.0,949811559.0
4,1288,5.0,949811490.0
4,1291,5.0,949918743.0
4,1298,4.0,949918927.0
4,1307,4.0,949811602.0
4,1332,4.0,949896275.0
4,1334,5.0,949982274.0
4,1344,5.0,949919247.0
4,1356,4.0,949810582.0
4,1371,4.0,949810302.0
4,1372,3.0,949920004.0
4,1374,4.0,949918787.0
4,1376,3.0,949918904.0
4,1377,3.0,949810688.0
4,1380,5.0,949896377.0
4,1387,5.0,949810261.0
4,1388,4.0,949810302.0
4,1396,5.0,949895772.0
4,1544,3.0,949811230.0
4,1580,5.0,949919978.0
4,1663,4.0,949811559.0
4,1674,5.0,949896244.0
4,1805,1.0,949895864.0
4,1858,5.0,949919738.0
4,1917,4.0,949810688.0
4,1918,2.0,949895956.0
4,1953,5.0,949810261.0
4,1954,5.0,949810261.0
4,1961,5.0,949918743.0
4,1967,3.0,949949538.0
4,1968,5.0,949811559.0
4,1994,5.0,949896309.0
4,2000,5.0,949811602.0
4,2002,3.0,949895907.0
4,2003,2.0,949918970.0
4,2005,5.0,949896070.0
4,2014,4.0,949919454.0
4,2018,5.0,949778771.0
4,2020,4.0,949811738.0
4,2021,4.0,949896114.0
4,2033,4.0,949982239.0
4,2034,4.0,949896183.0
4,2046,5.0,949810618.0
4,2054,3.0,949896114.0
4,2064,5.0,949918648.0
4,2078,5.0,949949444.0
4,2080,5.0,949919306.0
4,2081,4.0,949982239.0
4,2085,5.0,949949444.0
4,2086,5.0,949896114.0
4,2087,5.0,949949638.0
4,2091,5.0,949896183.0
4,2094,4.0,949920028.0
4,2096,5.0,949949538.0
4,2100,5.0,949896114.0
4,2102,5.0,949949396.0
4,2105,4.0,949896114.0
4,2109,5.0,949919399.0
4,2110,3.0,949896309.0
4,2114,5.0,949918927.0
4,2115,5.0,949918994.0
4,2124,4.0,949919763.0
4,2140,5.0,949896070.0
4,2141,4.0,949982239.0
4,2143,4.0,949896114.0
4,2144,5.0,949811603.0
4,2161,5.0,949896070.0
4,2174,5.0,949896070.0
4,2193,3.0,949896070.0
4,2194,5.0,949918764.0
4,2248,4.0,949811559.0
4,2263,3.0,949896309.0
4,2268,5.0,949895772.0
4,2289,5.0,949919556.0
4,2348,4.0,949918927.0
4,2371,4.0,949811603.0
4,2403,4.0,949918994.0
4,2406,5.0,949918994.0
4,2409,4.0,949810302.0
4,2454,5.0,949982274.0
4,2467,5.0,949918875.0
4,2551,4.0,949896275.0
4,2616,1.0,949895993.0
4,2628,5.0,949810582.0
4,2640,5.0,949810261.0
4,2659,3.0,949918671.0
4,2683,4.0,949896497.0
4,2699,4.0,949896497.0
4,2716,5.0,949811523.0
4,2723,5.0,949810582.0
4,2734,4.0,949778714.0
4,2770,1.0,949896521.0
4,2788,5.0,949919399.0
4,2791,5.0,949811490.0
4,2795,4.0,949811603.0
4,2797,5.0,949896070.0
4,2804,5.0,949811738.0
4,2822,3.0,949811230.0
4,2867,3.0,949918875.0
4,2872,5.0,949896114.0
4,2877,5.0,949896377.0
4,2902,2.0,949896309.0
4,2903,1.0,949896309.0
4,2916,4.0,949810534.0
4,2918,5.0,949811559.0
4,2968,5.0,949896070.0
4,2986,3.0,949896015.0
4,2987,5.0,949918807.0
4,2991,5.0,949810261.0
4,3016,3.0,949896543.0
4,3034,5.0,949949444.0
4,3039,4.0,949811559.0
4,3040,5.0,949919419.0
4,3060,5.0,949919656.0
4,3071,4.0,949918715.0
4,3101,4.0,949896275.0
4,3104,4.0,949811603.0
4,3108,5.0,949919738.0
4,3169,4.0,949918904.0
4,3208,2.0,949778946.0
4,3210,4.0,949811523.0
4,3251,5.0,949918970.0
4,3255,4.0,949919738.0
4,3263,3.0,949919845.0
4,3265,5.0,949895732.0
4,4006,2.0,949982238.0
5,3,4.0,1163374957.0
5,39,4.0,1163374952.0
5,104,4.0,1163374639.0
5,141,4.0,1163374242.0
5,150,4.0,1163374404.0
5,231,3.5,1163373762.0
5,277,4.5,1163373208.0
5,344,3.5,1163373636.0
5,356,4.0,1163374152.0
5,364,4.0,1163373752.0
5,367,4.0,1163373755.0
5,377,4.0,1163373610.0
5,440,4.0,1163374477.0
5,500,4.5,1163373718.0
5,586,4.0,1163374392.0
5,588,3.5,1163373551.0
5,595,4.0,1163374190.0
5,597,5.0,1163373711.0
5,788,3.5,1163374993.0
5,858,2.5,1163373651.0
5,903,3.5,1163373135.0
5,919,4.0,1163374286.0
5,1022,4.0,1163373316.0
5,1035,5.0,1163373103.0
5,1193,3.0,1163374173.0
5,1221,2.5,1163374239.0
5,1247,4.0,1163374582.0
5,1307,4.0,1163374495.0
5,1380,5.0,1163373044.0
5,1393,3.5,1163374165.0
5,1485,4.5,1163374608.0
5,1544,3.5,1163374562.0
5,1682,4.0,1163374214.0
5,1721,4.0,1163373744.0
5,1777,4.0,1163374601.0
5,1784,4.5,1163374251.0
5,1923,4.5,1163373726.0
5,1961,4.0,1163373675.0
5,1968,4.0,1163374324.0
5,1997,3.5,1163374593.0
5,2023,1.5,1163373188.0
5,2081,5.0,1163373109.0
5,2273,4.0,1163373276.0
5,2294,4.0,1163373251.0
5,2355,3.5,1163374184.0
5,2424,4.0,1163373193.0
5,2502,3.5,1163374290.0
5,2683,4.0,1163373679.0
5,2694,4.5,1163373293.0
5,2706,4.0,1163374246.0
5,2762,3.5,1163373743.0
5,2770,3.5,1163374947.0
5,2918,3.5,1163374278.0
5,2997,3.5,1163374127.0
5,3114,3.5,1163374263.0
5,3176,3.5,1163374408.0
5,3408,4.0,1163374137.0
5,3753,3.5,1163373148.0
5,3897,4.5,1163374235.0
5,3948,3.5,1163374198.0
5,4014,4.0,1163373273.0
5,4018,4.0,1163375025.0
5,4022,3.5,1163373696.0
5,4025,4.5,1163375145.0
5,4306,3.5,1163374103.0
5,4308,3.5,1163374354.0
5,4447,4.5,1163375033.0
5,4718,3.5,1163375131.0
5,4963,3.0,1163373548.0
5,4995,4.5,1163373616.0
5,5266,3.5,1163374995.0
5,5299,4.5,1163373299.0
5,5349,4.5,1163373606.0
5,5464,4.0,1163374443.0
5,5669,3.5,1163374206.0
5,5679,4.5,1163374389.0
5,5816,3.0,1163373688.0
5,5995,4.0,1163374533.0
5,6218,3.5,1163374491.0
5,6373,4.0,1163374572.0
5,6377,4.0,1163373626.0
5,6502,4.0,1163374455.0
5,6711,2.5,1163373238.0
5,6942,4.0,1163374511.0
5,8376,4.0,1163374742.0
5,8464,4.0,1163374381.0
5,8622,3.5,1163374118.0
5,8636,4.5,1163373593.0
5,8644,4.0,1163374426.0
5,30707,4.5,1163374340.0
5,30749,4.5,1163374702.0
5,30793,3.5,1163374177.0
5,33166,5.0,1163374211.0
5,33679,4.0,1163374517.0
5,34162,4.5,1163374227.0
5,35836,4.0,1163374275.0
5,40819,4.5,1163374283.0
5,41566,4.0,1163374144.0
5,41569,4.0,1163374167.0
5,48385,4.5,1163374357.0
6,111,4.0,1109258212.0
6,158,2.0,1108134263.0
6,173,2.0,1109258228.0
6,293,5.0,1108134539.0
6,596,4.0,1108134269.0
6,903,4.0,1108134299.0
6,1204,5.0,1108134266.0
6,1250,4.5,1108134284.0
6,1259,4.5,1109258196.0
6,1276,4.5,1108134309.0
6,1285,4.5,1108134339.0
6,1358,2.0,1109258181.0
6,1639,2.0,1109258179.0
6,1687,2.0,1109258281.0
6,1747,2.0,1109258194.0
6,1876,0.5,1108134334.0
6,1909,3.0,1108134344.0
6,2001,3.0,1108134289.0
6,2019,4.0,1109258270.0
6,2072,4.0,1109258285.0
6,2174,4.0,1109258175.0
6,2502,3.5,1108134291.0
6,2528,3.0,1109258245.0
6,2529,4.0,1108134293.0
6,2571,1.0,1109258202.0
6,2657,2.0,1108134271.0
6,2692,4.0,1108134274.0
6,2723,3.0,1109258257.0
6,2761,4.5,1108134545.0
6,2890,3.0,1109258199.0
6,3052,1.0,1108134337.0
6,3114,4.0,1109258183.0
6,3300,3.5,1109258250.0
6,3751,1.5,1109258190.0
6,4641,1.5,1109258217.0
6,4975,1.5,1109258226.0
6,5952,5.0,1108134311.0
6,7090,3.0,1108134534.0
6,7153,5.0,1108134519.0
6,7361,4.0,1108134524.0
6,8368,3.5,1108134526.0
6,8636,4.0,1108134537.0
6,8784,3.0,1108134531.0
6,8874,4.5,1108134521.0
7,1,3.0,851866703.0
7,10,3.0,851869035.0
7,21,3.0,851867289.0
7,31,3.0,851868750.0
7,34,4.0,851867861.0
7,40,4.0,851866901.0
7,104,3.0,851866744.0
7,110,5.0,851868188.0
7,112,4.0,851866720.0
7,141,4.0,851866704.0
7,151,4.0,851868206.0
7,198,2.0,851868704.0
7,207,3.0,851868705.0
7,260,5.0,851869062.0
7,272,3.0,851868188.0
7,316,2.0,851869161.0
7,318,5.0,851868187.0
7,329,3.0,851868524.0
7,333,3.0,851867345.0
7,345,3.0,851867621.0
7,355,3.0,851867941.0
7,356,3.0,851868188.0
7,357,3.0,851867436.0
7,364,3.0,851868020.0
7,367,3.0,851867790.0
7,377,3.0,851869291.0
7,380,4.0,851869291.0
7,480,4.0,851869161.0
7,500,3.0,851867669.0
7,534,4.0,851868246.0
7,539,3.0,851867688.0
7,541,4.0,851869035.0
7,551,4.0,851868019.0
7,588,4.0,851868044.0
7,589,3.0,851869140.0
7,590,4.0,851868186.0
7,592,3.0,851868863.0
7,594,4.0,851868020.0
7,595,3.0,851868044.0
7,610,3.0,851868074.0
7,671,4.0,851866806.0
7,708,3.0,851866744.0
7,720,5.0,851868019.0
7,724,2.0,851866784.0
7,736,1.0,851866704.0
7,737,1.0,851866763.0
7,745,5.0,851868020.0
7,780,3.0,851866703.0
7,786,2.0,851866744.0
7,924,4.0,851868289.0
7,1036,3.0,851869102.0
7,1073,3.0,851866744.0
7,1079,4.0,851867320.0
7,1080,4.0,851867289.0
7,1097,3.0,851868308.0
7,1125,3.0,851867553.0
7,1129,3.0,851869103.0
7,1136,4.0,851867289.0
7,1148,5.0,851868019.0
7,1196,5.0,851869034.0
7,1197,3.0,851867289.0
7,1198,5.0,851869035.0
7,1210,5.0,851869034.0
7,1220,4.0,851867379.0
7,1223,5.0,851868044.0
7,1225,5.0,851868246.0
7,1231,4.0,851868321.0
7,1240,4.0,851869062.0
7,1242,5.0,851868289.0
7,1270,3.0,851867436.0
7,1275,4.0,851869080.0
7,1278,3.0,851867436.0
7,1287,4.0,851868332.0
7,1288,4.0,851867401.0
7,1291,3.0,851867320.0
7,1298,3.0,851868471.0
7,1302,4.0,851868471.0
7,1307,3.0,851867401.0
7,1353,3.0,851866935.0
7,1371,3.0,851869160.0
7,1372,3.0,851869102.0
7,1373,2.0,851869230.0
7,1374,4.0,851869035.0
7,1375,3.0,851869140.0
7,1376,3.0,851869062.0
7,1394,3.0,851867688.0
7,1405,5.0,851866978.0
7,1408,1.0,851869140.0
8,32,5.0,1154465405.0
8,45,2.5,1154389572.0
8,47,5.0,1154464836.0
8,50,5.0,1154400173.0
8,110,4.0,1154473268.0
8,260,3.5,1154464829.0
8,282,2.0,1154389420.0
8,296,4.0,1154465380.0
8,318,5.0,1154464714.0
8,356,4.0,1154400390.0
8,457,4.5,1154400475.0
8,520,3.5,1154389356.0
8,524,2.0,1154400357.0
8,527,5.0,1154400170.0
8,543,5.0,1154389386.0
8,589,4.0,1154464853.0
8,593,4.5,1154464833.0
8,628,4.0,1154400284.0
8,805,3.5,1154389432.0
8,858,5.0,1154400181.0
8,1196,3.5,1154464841.0
8,1197,4.0,1154464887.0
8,1198,4.0,1154464730.0
8,1210,4.0,1154464769.0
8,1219,4.0,1154465573.0
8,1225,4.0,1154465394.0
8,1258,4.0,1154465555.0
8,1259,4.0,1154464811.0
8,1265,3.0,1154465230.0
8,1270,4.0,1154464747.0
8,1291,4.0,1154464720.0
8,1302,3.5,1154400465.0
8,1358,0.5,1154474527.0
8,1387,4.0,1154465285.0
8,1393,3.0,1154400324.0
8,1500,4.0,1154465235.0
8,1552,3.0,1154389408.0
8,1617,3.5,1154464990.0
8,1625,5.0,1154389385.0
8,1674,4.0,1154389491.0
8,1704,4.0,1154473252.0
8,1754,3.0,1154400308.0
8,1777,5.0,1154400458.0
8,1876,3.5,1154389528.0
8,1961,5.0,1154473322.0
8,2028,4.0,1154473259.0
8,2100,3.0,1154389460.0
8,2139,3.0,1154465222.0
8,2194,4.5,1154464735.0
8,2302,4.5,1154400414.0
8,2324,4.0,1154464850.0
8,2329,5.0,1154473217.0
8,2353,3.5,1154389340.0
8,2423,3.5,1154400351.0
8,2502,5.0,1154464889.0
8,2571,5.0,1154464738.0
8,2716,3.5,1154464944.0
8,2762,4.5,1154464717.0
8,2770,2.5,1154389541.0
8,2791,4.5,1154465558.0
8,2797,3.5,1154400340.0
8,2804,3.5,1154473419.0
8,2841,3.0,1154400360.0
8,2858,4.5,1154464950.0
8,2918,5.0,1154473364.0
8,2959,4.0,1154464901.0
8,3147,4.5,1154400266.0
8,3578,5.0,1154400441.0
8,3916,3.5,1154400198.0
8,3948,4.0,1154389482.0
8,3996,4.0,1154465526.0
8,4011,4.5,1154464873.0
8,4019,3.5,1154400245.0
8,4034,4.5,1154465279.0
8,4226,5.0,1154464905.0
8,4262,4.0,1154464915.0
8,4448,2.5,1154400334.0
8,4886,3.5,1154464808.0
8,4896,3.5,1154400398.0
8,4963,4.5,1154400383.0
8,4973,4.0,1154465373.0
8,4993,3.5,1154464819.0
8,4995,3.5,1154389449.0
8,5064,5.0,1154400236.0
8,5378,3.5,1154389552.0
8,5445,4.5,1154400449.0
8,5464,4.0,1154464756.0
8,5630,4.0,1154400407.0
8,5650,4.0,1154465399.0
8,5669,3.0,1154465385.0
8,5952,4.0,1154464762.0
8,5989,3.5,1154400444.0
8,6377,4.0,1154389474.0
8,6378,3.0,1154400191.0
8,6870,4.0,1154464895.0
8,6874,5.0,1154465296.0
8,6879,3.0,1154400253.0
8,7143,3.5,1154400294.0
8,7153,4.0,1154464753.0
8,7361,4.0,1154465367.0
8,7438,4.0,1154464994.0
8,8533,2.5,1154400471.0
8,8784,4.5,1154464868.0
8,8873,4.0,1154465499.0
8,8874,3.0,1154465548.0
8,32587,3.5,1154465243.0
8,33166,4.5,1154473310.0
8,33493,4.5,1154400263.0
8,33794,4.5,1154464726.0
8,34162,3.5,1154400423.0
8,40583,3.5,1154473088.0
8,40819,3.5,1154473264.0
8,42007,2.0,1154473042.0
8,43556,3.5,1154473022.0
8,43871,3.0,1154473014.0
8,44004,3.0,1154473017.0
9,1,4.0,938629179.0
9,17,4.0,938628337.0
9,26,3.0,938628655.0
9,36,5.0,938629110.0
9,47,3.0,938628897.0
9,318,4.0,938628966.0
9,497,4.0,938628777.0
9,515,4.0,938628577.0
9,527,5.0,938628843.0
9,534,5.0,938628337.0
9,593,4.0,938628843.0
9,608,5.0,938628843.0
9,733,2.0,938628337.0
9,1059,5.0,938629250.0
9,1177,3.0,938629470.0
9,1357,4.0,938628655.0
9,1358,4.0,938628450.0
9,1411,3.0,938628655.0
9,1541,2.0,938628777.0
9,1584,4.0,938629341.0
9,1680,4.0,938629054.0
9,1682,5.0,938628690.0
9,1704,4.0,938628966.0
9,1721,3.0,938629470.0
9,1784,5.0,938628966.0
9,2028,4.0,938629341.0
9,2125,4.0,938629522.0
9,2140,4.0,938629747.0
9,2249,4.0,938629053.0
9,2268,3.0,938629053.0
9,2273,3.0,938628777.0
9,2278,4.0,938628897.0
9,2291,4.0,938629341.0
9,2294,2.0,938629250.0
9,2302,4.0,938628843.0
9,2391,4.0,939122916.0
9,2396,4.0,938628577.0
9,2427,2.0,938629681.0
9,2490,3.0,938629681.0
9,2501,4.0,938628966.0
9,2539,2.0,938629341.0
9,2571,5.0,938628450.0
9,2628,3.0,938628843.0
9,2762,4.0,938627748.0
9,2857,4.0,938629681.0
10,50,5.0,942766420.0
10,152,4.0,942766793.0
10,318,4.0,942766515.0
10,344,3.0,942766603.0
10,345,4.0,942766603.0
10,592,3.0,942767328.0
10,735,4.0,942766974.0
10,1036,3.0,942767258.0
10,1089,3.0,942766420.0
10,1101,2.0,942767328.0
10,1127,4.0,942767328.0
10,1196,4.0,942767258.0
10,1197,4.0,942767258.0
10,1198,4.0,942767258.0
10,1200,4.0,942767258.0
10,1210,4.0,942767258.0
10,1220,3.0,942767328.0
10,1240,4.0,942767258.0
10,1291,4.0,942767258.0
10,1358,5.0,942766420.0
10,1423,4.0,942766420.0
10,1459,3.0,942766725.0
10,1499,3.0,942766845.0
10,1611,5.0,942767029.0
10,1690,3.0,942766679.0
10,1704,4.0,942766472.0
10,1719,5.0,942766472.0
10,1887,2.0,942766845.0
10,1923,5.0,942766515.0
10,2108,3.0,942766472.0
10,2344,5.0,942766991.0
10,2406,4.0,942767328.0
10,2410,2.0,942767328.0
10,2539,4.0,942766845.0
10,2571,5.0,942766515.0
10,2826,5.0,942766109.0
10,2827,3.0,942766251.0
10,2840,3.0,942766213.0
10,2841,4.0,942766029.0
10,2881,3.0,942766164.0
10,2890,4.0,942765978.0
10,2907,2.0,942766213.0
10,2926,5.0,942767121.0
10,2995,2.0,942766251.0
10,3005,3.0,942766059.0
10,3019,4.0,942767571.0
11,50,5.0,1391658537.0
11,70,1.0,1391656827.0
11,126,4.0,1391657561.0
11,169,3.0,1391657297.0
11,296,5.0,1391658423.0
11,778,4.5,1391658505.0
11,785,3.5,1391656845.0
11,923,5.0,1391658556.0
11,1027,4.5,1391658634.0
11,1201,5.0,1391658440.0
11,1408,5.0,1391658667.0
11,1918,3.0,1391657062.0
11,2042,3.5,1391657376.0
11,2596,4.5,1391657543.0
11,2762,3.0,1391658583.0
11,3424,3.0,1391657112.0
11,5669,3.0,1391658601.0
11,6598,5.0,1391657861.0
11,26614,5.0,1391658574.0
11,48516,5.0,1391658450.0
11,51084,4.0,1391657605.0
11,58295,4.5,1391657459.0
11,71211,3.5,1391657720.0
11,77455,4.5,1391658141.0
11,79132,4.0,1391658115.0
11,80489,4.5,1391658399.0
11,80906,3.0,1391658137.0
11,81158,4.0,1391658210.0
11,81562,3.5,1391658218.0
11,88129,4.0,1391658385.0
11,91500,4.5,1391658311.0
11,91529,4.5,1391658125.0
11,91548,4.0,1391658270.0
11,96079,4.0,1391658186.0
11,96861,4.0,1391657924.0
11,97938,4.0,1391657610.0
11,104841,5.0,1391658157.0
11,106487,5.0,1391657798.0
12,253,3.0,968045587.0
12,529,1.0,968045407.0
12,538,3.0,968045438.0
12,608,2.0,968045353.0
12,673,1.0,968045732.0
12,736,4.0,968045680.0
12,737,3.0,968045764.0
12,1028,1.0,968045500.0
12,1032,2.0,968045561.0
12,1077,3.0,968045500.0
12,1197,1.0,955407153.0
12,1215,5.0,968045353.0
12,1220,5.0,955407153.0
12,1230,2.0,968045354.0
12,1235,5.0,968045354.0
12,1295,1.0,955407153.0
12,1374,1.0,968045475.0
12,1387,4.0,968045475.0
12,1639,2.0,968045438.0
12,1732,3.0,968045529.0
12,2259,2.0,955407153.0
12,2355,2.0,968045475.0
12,2460,4.0,968045680.0
12,2529,1.0,968045475.0
12,2668,2.0,968045764.0
12,2959,4.0,968045407.0
12,3146,2.0,968045732.0
12,3148,1.0,968045379.0
12,3176,3.0,968045649.0
12,3179,2.0,968045354.0
12,3298,4.0,968045529.0
12,3324,1.0,968045732.0
12,3408,4.0,968045379.0
12,3474,4.0,955407153.0
12,3770,3.0,968045619.0
12,3773,2.0,968045680.0
12,3780,2.0,968045619.0
12,3791,1.0,968045232.0
12,3793,5.0,968045232.0
12,3794,3.0,968045232.0
12,3798,4.0,968045232.0
12,3799,1.0,968045198.0
12,3801,3.0,968045198.0
12,3809,3.0,968045172.0
12,3825,5.0,968045142.0
12,3827,2.0,968045142.0
12,3829,2.0,968045106.0
12,3831,4.0,968045106.0
12,3841,2.0,968045074.0
12,3844,1.0,968045074.0
12,3861,3.0,968045015.0
12,3863,5.0,968045015.0
12,3864,3.0,968045015.0
12,3865,5.0,968045015.0
12,3869,2.0,968044981.0
12,3871,2.0,968044981.0
12,3873,3.0,968044981.0
12,3879,5.0,968044949.0
12,3885,3.0,968044949.0
12,3886,2.0,968044949.0
12,6184,4.0,968045173.0
13,1,5.0,1331380058.0
13,47,2.5,1331380914.0
13,110,4.0,1331380038.0
13,277,4.0,1331379348.0
13,296,3.5,1331380895.0
13,318,4.5,1331380029.0
13,356,5.0,1331380018.0
13,362,4.5,1331379479.0
13,480,3.0,1331380025.0
13,524,3.5,1331379485.0
13,527,4.0,1331380901.0
13,531,4.0,1331379483.0
13,587,3.0,1331380851.0
13,590,4.0,1331380062.0
13,914,4.0,1331379366.0
13,919,3.5,1331380871.0
13,1027,3.0,1331379520.0
13,1259,4.0,1331380814.0
13,1265,2.5,1331380845.0
13,1918,3.0,1331379386.0
13,1961,4.0,1331380745.0
13,2355,4.0,1331380741.0
13,2571,3.0,1331380888.0
13,2572,3.5,1331379777.0
13,2761,4.0,1331379470.0
13,2762,3.0,1331380765.0
13,2804,3.0,1331380731.0
13,2908,3.0,1331379494.0
13,2918,3.0,1331380761.0
13,3114,3.0,1331380738.0
13,3147,4.0,1331380752.0
13,3255,3.5,1331379342.0
13,3396,3.5,1331379599.0
13,3624,3.0,1331379574.0
